"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1","  137","98203","616921288673298560","Marianna Cronin","Wolff","female","1974-02-10","theresia.blanda@yahoo.com","7715328341","5389314848","Suite 457","Murray Extension","Lake Vicenteside","DB09 88BA","Florida","CD1706545","74"," 2","10","","",""
"2","44507","98203 D","843183468648863817","Marianna Cronin","Wolff","female","1974-02-10","theresia.blanda@yahoo.com","7715328341","5389314848","Suite 457","Murray Extension","Lake Vicenteside","DB09 88BA","Florida","CD1706545","74"," 2","10",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4","  245","125751 D","142689885752744299","Yolanda McGlynn MD","Sporer","female","1988-04-04","jasen.vandervort@parisian.com","6306839549","993634068","Suite 531","Horacio Rest","Doylefurt","BB1 3BC","District of Columbia","CB6451309","88"," 4"," 4","","",""
"5","38611","125751","597384667623137280","Yolanda McGlynn MD","Sporer","female","1988-04-04","jasen.vandervort@parisian.com","6306839549","993634068","Suite 531","Horacio Rest","Doylefurt","BB1 3BC","District of Columbia","CB6451309","88"," 4"," 4",NA,"L","1.0000000"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7","  477","155484","695718339865633664","Sheila Lesch II","Bartell","female","1989-09-12","mason81@kuhic.info","97935509","2523491697","Suite 259","Joy Ports","Port Bonnie","CD54 15BD","","CC1527801","89"," 9","12","","",""
"8","70423","155484 D","967592337474764282","Sheila Lesch II","Bartell","female","1989-09-12","mason81@kuhic.info","97935509","2523491697","Suite 259","Joy Ports","Port Bonnie","CD54 15BD","","CC1527801","89"," 9","12",NA,"L","1.0000000"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10","  514","66443","551554459128113152","Lou Weissnat","Cummerata","female","1998-01-04","harrison93@gmail.com","2451410764","2051843708","Suite 897","Lakin Cliffs","Thielchester","BB8 42AA","Texas","CC2895692","98"," 1"," 4","","",""
"11","47119","66443 D","394132543153541648","Lou Weissnat","Cummerata","female","1998-01-04","harrison93@gmail.com","2451410764","2051843708","Suite 897","Lakin Cliffs","Thielchester","BB8 42AA","Texas","CC2895692","98"," 1"," 4",NA,"L","1.0000000"
"12","","","","","","","","","","","","","","","","","","","","","",""
"13","  517","47952 D","178853515144726536","Mellie Connelly","Mertz","female","1991-04-14","mlittle@gmail.com","7220956334","6178462038","Suite 420","Clemmie Forks","North Larissaberg","AB59 9DC","Utah","DA5874520","91"," 4","14","","",""
"14","43910","47952","118749119882679856","Mellie Connelly","Mertz","female","1991-04-14","mlittle@gmail.com","7220956334","6178462038","Suite 420","Clemmie Forks","North Larissaberg","AB59 9DC","Utah","DA5874520","91"," 4","14",NA,"L","1.0000000"
"15","","","","","","","","","","","","","","","","","","","","","",""
"16","  621","118092 D","255738577492526266","Dion Daugherty","Monahan","male","1971-02-06","feil.ethelyn@nader.info","3215253736","3518130912","Suite 540","Thompson Mews","Ratkehaven","AC5 0CA","Wyoming","AB1268476","71"," 2"," 6","","",""
"17","67232","118092","828975234664499712","Dion Daugherty","Monahan","male","1971-02-06","feil.ethelyn@nader.info","3215253736","3518130912","Suite 540","Thompson Mews","Ratkehaven","AC5 0CA","Wyoming","AB1268476","71"," 2"," 6",NA,"L","1.0000000"
"18","","","","","","","","","","","","","","","","","","","","","",""
"19","  802","19686 D","939461171136426716","Coleman Russel PhD","Conroy","male","1976-04-05","jerry.keeling@yahoo.com","8382102113","7170475372","Suite 182","Alayna Courts","Connellyland","DA92 91AA","Illinois","AD3538862","76"," 4"," 5","","",""
"20","24775","19686","698979226533518208","Coleman Russel PhD","Conroy","male","1976-04-05","jerry.keeling@yahoo.com","8382102113","7170475372","Suite 182","Alayna Courts","Connellyland","DA92 91AA","Illinois","AD3538862","76"," 4"," 5",NA,"L","1.0000000"
"21","","","","","","","","","","","","","","","","","","","","","",""
"22","  830","172106","257342758353821664","Carlo Lakin","Ratke","male","1979-03-06","lmills@keeling.net","5222186077","","Suite 624","Beatty Street","Port Margueriteshire","AA4 6BB","Kansas","CC0428030","79"," 3"," 6","","",""
"23","55852","172106 D","269697898446965491","Carlo Lakin","Ratke","male","1979-03-06","lmills@keeling.net","5222186077","2879370169","Suite 624","Beatty Street","Port Margueriteshire","AA4 6BB","Kansas","CC0428030","79"," 3"," 6",NA,"L","1.0000000"
