"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1"," 1467","170968 D","381481323772269583","Corene Carroll","Zemlak","female","1992-08-28","einar21@crooks.biz","964417401","955214821","Suite 283","Kshlerin Tunnel","New Devynville","BA97 12DC","California","CA8874502","92"," 8","28","","",""
"2","27831","170968","131847985576292256","Corene Carroll","Zemlak","female","1992-08-28","einar21@crooks.biz","964417401","955214821","Suite 283","Kshlerin Tunnel","New Devynville","BA97 12DC","California","CA8874502","92"," 8","28",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4"," 1688","63357","344342735393936832","Dr. Quinton Mann MD","Mante","male","1993-10-25","britney.gerlach@hotmail.com","642857651","","Suite 146","Jones Estates","East Karaport","DA0 5CA","Washington","CA3424600","93","10","25","","",""
"5","14287","63357 D","194146164384166166","Dr. Quinton Mann MD","Mante","male","1993-10-25","britney.gerlach@hotmail.com","642857651","","Suite 146","Jones Estates","East Karaport","DA0 5CA","Washington","CA3424600","93","10","25",NA,"L","1.0000000"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7"," 1780","192240 D","787889589267142455","Mr. Dino Rogahn IV","Von","male","1995-06-26","candelario.bailey@huels.info","","","Suite 035","Marcos Trace","Heathcotefurt","DC1 9CB","Wisconsin","DA7335806","95"," 6","26","","",""
"8","35834","192240","565997655272178432","Mr. Dino Rogahn IV","Von","male","1995-06-26","candelario.bailey@huels.info","2622856315","5313974627","Suite 035","Marcos Trace","Heathcotefurt","DC1 9CB","Wisconsin","DA7335806","95"," 6","26",NA,"L","1.0000000"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10"," 4020","10502","817453883456284416","Nona Schaden","Boehm","female","1995-08-08","khartmann@kemmer.com","9141489854","6174267487","Suite 450","Eldred Mall","New Reginald","CC3 24CB","Maryland","AB9077099","95"," 8"," 8","","",""
"11","17655","10502 D","152774325996489475","Nona Schaden","Boehm","female","1995-08-08","khartmann@kemmer.com","9141489854","6174267487","Suite 450","Eldred Mall","New Reginald","CC3 24CB","Maryland","AB9077099","95"," 8"," 8",NA,"L","1.0000000"
"12","","","","","","","","","","","","","","","","","","","","","",""
"13"," 4175","94095","128245877124464176","Antone Kemmer Jr.","Wintheiser","male","1984-06-28","welch.haskell@jerde.com","7396738598","4392930232","Apt. 016","Purdy Lodge","North Axel","","Wyoming","AD3791887","84"," 6","28","","",""
"14","36966","94095 D","857227439763893422","Antone Kemmer Jr.","Wintheiser","male","1984-06-28","welch.haskell@jerde.com","7396738598","4392930232","Apt. 016","Purdy Lodge","North Axel","","Wyoming","AD3791887","84"," 6","28",NA,"L","1.0000000"
"15","","","","","","","","","","","","","","","","","","","","","",""
"16"," 4204","50317 D","127512799312433282","Thad Bruen","Wehner","male","1991-10-06","wendell.aufderhar@gmail.com","5697867130","6414512772","Suite 871","Mya Vista","New Janicechester","AB4 2DC","Massachusetts","BC6739265","91","10"," 6","","",""
"17","33008","50317","117385484726311936","Thad Bruen","Wehner","male","1991-10-06","wendell.aufderhar@gmail.com","5697867130","6414512772","Suite 871","Mya Vista","New Janicechester","AB4 2DC","Massachusetts","BC6739265","91","10"," 6",NA,"L","1.0000000"
"18","","","","","","","","","","","","","","","","","","","","","",""
"19"," 4733","63752 D","133212597772421199","Dr. Liam Wyman","Boehm","male","1999-07-12","kaya.kuhlman@gmail.com","2184977530","4854276138","Apt. 349","Zieme River","Lake Valentin","BA1 49BB","","CA1313310","99"," 7","12","","",""
"20","18505","63752","466435347575281792","Dr. Liam Wyman","Boehm","male","1999-07-12","kaya.kuhlman@gmail.com","2184977530","4854276138","Apt. 349","Zieme River","Lake Valentin","BA1 49BB","","CA1313310","99"," 7","12",NA,"L","1.0000000"
"21","","","","","","","","","","","","","","","","","","","","","",""
"22"," 5053","76147 D","467259817273162294","Drew Becker","Hickle","female","1989-01-17","brett.gusikowski@crist.biz","4809126318","6982009322","Suite 674","Bosco Cove","Danielborough","BD6 02DB","Nebraska","AA9655487","89"," 1","17","","",""
"23"," 6140","76147","783645564653219584","Drew Becker","Hickle","female","1989-01-17","brett.gusikowski@crist.biz","4809126318","6982009322","Suite 674","Bosco Cove","Danielborough","BD6 02DB","Nebraska","AA9655487","89"," 1","17",NA,"L","1.0000000"
"24","","","","","","","","","","","","","","","","","","","","","",""
"25"," 5461","94338","198376312136325184","Verla Goldner","Altenwerth","female","1991-03-14","stacy01@littel.com","5045033382","7605512427","Suite 487","Powlowski Islands","Benniechester","CC8 5AB","Colorado","AD1127716","91"," 3","14","","",""
"26","10128","94338 D","232153164941263112","Verla Goldner","Altenwerth","female","1991-03-14","stacy01@littel.com","5045033382","7605512427","Suite 487","Powlowski Islands","Benniechester","CC8 5AB","Colorado","AD1127716","91"," 3","14",NA,"L","1.0000000"
"27","","","","","","","","","","","","","","","","","","","","","",""
"28"," 5969","4424","775676626991567360","Americo Sanford","Zemlak","male","1970-01-27","beatty.kattie@witting.com","4978975723","6588538582","Suite 254","Shanny Vista","Foreststad","AD08 8BC","South Dakota","AB9639333","70"," 1","27","","",""
"29","13112","4424 D","617157571426569238","Americo Sanford","Zemlak","male","1970-01-27","beatty.kattie@witting.com","4978975723","6588538582","Suite 254","Shanny Vista","Foreststad","AD08 8BC","South Dakota","AB9639333","70"," 1","27",NA,"L","1.0000000"
"30","","","","","","","","","","","","","","","","","","","","","",""
"31"," 7826","17082","749784974268554496","Ms. Sharon Becker II","Lowe","female","1988-04-25","maxine.osinski@orn.com","3572016328","3465124965","Suite 553","Littel Isle","Madelinefurt","CA34 61CA","New Hampshire","AA4593617","88"," 4","25","","",""
"32","13070","17082 D","253951316931199111","Ms. Sharon Becker II","Lowe","female","1988-04-25","maxine.osinski@orn.com","3572016328","3465124965","Suite 553","Littel Isle","Madelinefurt","CA34 61CA","New Hampshire","AA4593617","88"," 4","25",NA,"L","1.0000000"
"33","","","","","","","","","","","","","","","","","","","","","",""
"34"," 8633","31128 D","359551279478615387","Prof. Watson Quitzon","Funk","male","1978-02-20","sarah98@hotmail.com","4857135886","3690955312","Suite 167","Nicolas Fall","Vadashire","DB5 34BB","South Carolina","DD8856417","78"," 2","20","","",""
"35","12359","31128","257716816894743648","Prof. Watson Quitzon","Funk","male","1978-02-20","sarah98@hotmail.com","4857135886","3690955312","Suite 167","Nicolas Fall","Vadashire","DB5 34BB","South Carolina","DD8856417","78"," 2","20",NA,"L","1.0000000"
"36","","","","","","","","","","","","","","","","","","","","","",""
"37"," 9861","7971","813235769647959936","Skyla Treutel","Spencer","female","1990-10-13","dorothy13@blick.com","1267202042","2781794244","Apt. 088","Rolfson Ports","Revaland","","Alabama","AB2153790","90","10","13","","",""
