"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1","  450","49910 D","536185617892556261","Miss Fiona Fritsch","Torp","female","1987-09-15","madge03@bruen.com","237770555","6741563386","Suite 643","Lyric Lock","Faytown","BB54 9AB","Kentucky","AC9918135","87"," 9","15","","",""
"2"," 2525","49910","444864936816683328","Miss Fiona Fritsch","Torp","female","1987-09-15","madge03@bruen.com","237770555","6741563386","Suite 643","Lyric Lock","Faytown","BB54 9AB","Kentucky","AC9918135","87"," 9","15",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4","  756","87260","851331377861965312","Linda Swift","Schmeler","female","1988-02-17","ndare@little.com","5773593517","3950467776","Suite 712","Mable Fort","Port Fletcher","CC71 52CC","Indiana","BD7312372","88"," 2","17","","",""
"5","17616","87260 D","123625512157513653","Linda Swift","Schmeler","female","1988-02-17","ndare@little.com","5773593517","3950467776","Suite 712","Mable Fort","Port Fletcher","CC71 52CC","Indiana","BD7312372","88"," 2","17",NA,"L","1.0000000"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7"," 1848","24183 D","113748385874293381","Dr. Mona Corkery MD","Reichel","female","1972-11-24","cedrick.welch@yahoo.com","8765019217","9257094277","Suite 480","Dickinson Curve","North Tianachester","AB0 2AA","District of Columbia","DC2638370","72","11","24","","",""
"8"," 3231","24183","966436726197882240","Dr. Mona Corkery MD","Reichel","female","1972-11-24","cedrick.welch@yahoo.com","8765019217","9257094277","Suite 480","Dickinson Curve","North Tianachester","AB0 2AA","District of Columbia","DC2638370","72","11","24",NA,"L","1.0000000"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10"," 2163","140352 D","694981316996461231","Maximilian Zulauf","Harber","male","1977-02-17","lcorkery@gmail.com","3973769480","1376371290","Suite 517","Bode Alley","South Lesly","BD30 47CB","Mississippi","BD8631669","77"," 2","17","","",""
