"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1","   22","165682","443111433411956736","Mr. Llewellyn Tromp","Champlin","male","1980-05-06","zkuhlman@gmail.com","4232051914","3215411927","Suite 329","Luella Meadow","Port Paris","CD5 6CB","Ohio","CB2086579","80"," 5"," 6","","",""
"2","52330","165682 D","381175695224812476","Mr. Llewellyn Tromp","Champlin","male","1980-05-06","zkuhlman@gmail.com","4232051914","3215411927","Suite 329","Luella Meadow","Port Paris","CD5 6CB","Ohio","CB2086579","80"," 5"," 6",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4","   27","188439 D","839624815944798944","Prof. Jarret Cronin","Moen","male","1989-01-12","iraynor@barrows.biz","3583240626","","Suite 846","Eda Motorway","Huelshire","AB07 19AB","Massachusetts","CD8743182","89"," 1","12","","",""
"5","25143","188439","186248747814939552","Prof. Jarret Cronin","Moen","male","1989-01-12","iraynor@barrows.biz","3583240626","2574156917","Suite 846","Eda Motorway","Huelshire","AB07 19AB","Massachusetts","CD8743182","89"," 1","12",NA,"L","1.0000000"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7","  449","41431","752636342842624256","Avery Mann","Kassulke","male","1984-12-17","crystel.ohara@gmail.com","6459655496","526421600","Suite 154","Eliseo Locks","West Dockburgh","AA09 98BA","Oregon","AA1542174","84","12","17","","",""
"8","46077","41431 D","982859462646631279","Avery Mann","Kassulke","male","1984-12-17","crystel.ohara@gmail.com","6459655496","526421600","Suite 154","Eliseo Locks","West Dockburgh","AA09 98BA","Oregon","AA1542174","84","12","17",NA,"L","1.0000000"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10"," 1017","186427 D","199261452855733658","Prof. Loy Schneider","O'Keefe","male","1979-03-16","renner.conrad@homenick.net","2910378089","414142010","Suite 215","Cornell Wells","Lake Georgianna","DD7 8DD","Idaho","CA3695816","79"," 3","16","","",""
"11","38239","186427","513674747841137600","Prof. Loy Schneider","O'Keefe","male","1979-03-16","renner.conrad@homenick.net","2910378089","414142010","Suite 215","Cornell Wells","Lake Georgianna","DD7 8DD","Idaho","CA3695816","79"," 3","16",NA,"L","1.0000000"
"12","","","","","","","","","","","","","","","","","","","","","",""
"13"," 1099","134952","442456314317644160","Ms. Tess Greenfelder Jr.","Jenkins","female","1992-07-08","ursula55@cremin.com","3839665757","4087128769","Apt. 322","Runte Hill","West Desmondbury","BB4 22DD","","CA3932199","92"," 7"," 8","","",""
"14","29001","134952 D","844263851119296566","Ms. Tess Greenfelder Jr.","Jenkins","female","1992-07-08","ursula55@cremin.com","","4087128769","Apt. 322","Runte Hill","West Desmondbury","BB4 22DD","","CA3932199","92"," 7"," 8",NA,"L","1.0000000"
"15","","","","","","","","","","","","","","","","","","","","","",""
"16"," 1137","133260","946616648954272512","Dr. Valentine Jones III","Kunde","female","1979-04-02","kelton50@gmail.com","9089473941","6547225731","Suite 937","Mraz Drive","Klockoville","DA33 9BA","Oklahoma","BC4062057","79"," 4"," 2","","",""
"17"," 3841","133260 D","261212328738958369","Dr. Valentine Jones III","Kunde","female","1979-04-02","kelton50@gmail.com","9089473941","6547225731","Suite 937","Mraz Drive","Klockoville","DA33 9BA","Oklahoma","BC4062057","79"," 4"," 2",NA,"L","1.0000000"
"18","","","","","","","","","","","","","","","","","","","","","",""
"19"," 1417","99312","639138162255929856","Rowland Hamill","Mohr","male","1991-04-08","cora84@gmail.com","5565696780","8009157096","Suite 857","Jesus Trail","New Paxtonfort","BD0 5AD","Nebraska","AB7441896","91"," 4"," 8","","",""
"20","15403","99312 D","188476467431931122","Rowland Hamill","Mohr","male","1991-04-08","cora84@gmail.com","5565696780","8009157096","Suite 857","Jesus Trail","New Paxtonfort","BD0 5AD","Nebraska","AB7441896","91"," 4"," 8",NA,"L","1.0000000"
"21","","","","","","","","","","","","","","","","","","","","","",""
"22"," 1558","106015","949745854233892224","Giovanni Hermiston","O'Kon","male","1986-06-02","marlee.mraz@balistreri.com","901818345","3617640858","Suite 575","Milan Passage","Maddisonton","DB30 10DB","Nebraska","BA8124202","86"," 6"," 2","","",""
"23","28039","106015 D","711111392192627898","Giovanni Hermiston","O'Kon","male","1986-06-02","marlee.mraz@balistreri.com","901818345","3617640858","Suite 575","Milan Passage","Maddisonton","DB30 10DB","Nebraska","BA8124202","86"," 6"," 2",NA,"L","1.0000000"
"24","","","","","","","","","","","","","","","","","","","","","",""
"25"," 1629","44286 D","557631265869994826","Rebekah Haag","Metz","female","1973-11-28","audrey79@hotmail.com","2868662993","5670011020","Suite 037","Nathanael Rapids","Grantport","AB4 4AD","Minnesota","DA1444026","73","11","28","","",""
"26","45006","44286","367249378556496384","Rebekah Haag","Metz","female","1973-11-28","audrey79@hotmail.com","2868662993","5670011020","Suite 037","Nathanael Rapids","Grantport","AB4 4AD","Minnesota","DA1444026","73","11","28",NA,"L","1.0000000"
"27","","","","","","","","","","","","","","","","","","","","","",""
"28"," 1930","121559","537944461535919744","Prof. Amir Aufderhar","Breitenberg","male","1999-01-14","russ.larson@wisoky.com","2961022264","5232485866","Suite 894","Malika Plains","North Mabelle","CD58 80BA","Florida","CA4460470","99"," 1","14","","",""
"29","56725","121559 D","735935552851649482","Prof. Amir Aufderhar","Breitenberg","male","1999-01-14","russ.larson@wisoky.com","2961022264","5232485866","Suite 894","Malika Plains","North Mabelle","CD58 80BA","Florida","CA4460470","99"," 1","14",NA,"L","1.0000000"
"30","","","","","","","","","","","","","","","","","","","","","",""
