"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1","  464","61166 D","666124211381221472","Sterling Emmerich","Nicolas","male","1984-11-25","mante.stefanie@gleichner.com","8003904624","2900091682","Suite 193","Christop Forges","Syblehaven","","Nebraska","DC1843942","84","11","25","","",""
"2","47106","61166","568646486566773760","Sterling Emmerich","Nicolas","male","1984-11-25","mante.stefanie@gleichner.com","8003904624","2900091682","Suite 193","Christop Forges","Syblehaven","","Nebraska","DC1843942","84","11","25",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4","  642","52684","713669875419755776","Mr. Doug Mohr MD","Will","male","1979-03-17","ralph.boyle@kerluke.info","7679623500","7976788365","Suite 027","Wilhelm Summit","West Madelineview","AA84 84DB","Alabama","CD0979309","79"," 3","17","","",""
"5","14991","52684 D","587145222487858121","Mr. Doug Mohr MD","Will","male","1979-03-17","ralph.boyle@kerluke.info","7679623500","7976788365","Suite 027","Wilhelm Summit","West Madelineview","AA84 84DB","Alabama","CD0979309","79"," 3","17",NA,"L","1.0000000"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7","  697","183547","699669322351934208","Giuseppe Cassin I","Kub","male","1994-11-17","thane@friesen.info","5089554463","4060698953","Suite 647","Mohr Burgs","East Jade","DC3 13CA","North Carolina","BC3629537","94","11","17","","",""
"8","43091","183547 D","396717224747546745","Giuseppe Cassin I","Kub","male","1994-11-17","thane@friesen.info","5089554463","4060698953","Suite 647","Mohr Burgs","East Jade","DC3 13CA","North Carolina","BC3629537","94","11","17",NA,"L","1.0000000"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10","  731","38532 D","881163422571723266","Prof. Stewart Kohler","Sawayn","male","1991-03-01","daija.huel@conroy.net","4854854702","3927665292","Suite 743","Gerhold Drive","East Asiaport","DC58 74BD","Arkansas","CC4647878","91"," 3"," 1","","",""
"11","54512","38532","774932873488499712","Prof. Stewart Kohler","Sawayn","male","1991-03-01","daija.huel@conroy.net","4854854702","3927665292","Suite 743","Gerhold Drive","East Asiaport","DC58 74BD","Arkansas","CC4647878","91"," 3"," 1",NA,"L","1.0000000"
"12","","","","","","","","","","","","","","","","","","","","","",""
"13","  755","2879 D","763496329774312712","Dr. Melisa Ziemann I","Robel","female","1971-03-22","hudson24@toy.com","1606722984","9758053086","Suite 031","Bartoletti Ports","Turcotteside","AD2 9CD","Texas","AA4151369","71"," 3","22","","",""
"14","31667","2879","694365357961941376","Dr. Melisa Ziemann I","Robel","female","1971-03-22","hudson24@toy.com","1606722984","9758053086","Suite 031","Bartoletti Ports","Turcotteside","AD2 9CD","Texas","AA4151369","71"," 3","22",NA,"L","1.0000000"
"15","","","","","","","","","","","","","","","","","","","","","",""
"16","  814","128766","223958652618197440","Viviane Stark","Ullrich","female","1987-04-16","yundt.issac@gmail.com","","5617835964","Suite 583","Everett Ports","Auerborough","CB5 6DA","North Dakota","BC2839745","87"," 4","16","","",""
"17","20889","128766 D","585174293136478675","Viviane Stark","Ullrich","female","1987-04-16","yundt.issac@gmail.com","264376174","5617835964","Suite 583","Everett Ports","Auerborough","CB5 6DA","North Dakota","BC2839745","87"," 4","16",NA,"L","1.0000000"
"18","","","","","","","","","","","","","","","","","","","","","",""
"19"," 1588","180322 D","424418588538585696","Elise Donnelly","Welch","female","1985-10-09","littel.johathan@gmail.com","7668745367","1494697073","Apt. 688","Barton Wells","Wymanfort","","Kansas","AD8876942","85","10"," 9","","",""
"20","46897","180322","473225484574691648","Elise Donnelly","Welch","female","1985-10-09","littel.johathan@gmail.com","7668745367","","Apt. 688","Barton Wells","Wymanfort","","Kansas","AD8876942","85","10"," 9",NA,"L","1.0000000"
"21","","","","","","","","","","","","","","","","","","","","","",""
"22"," 1723","124694","111224626368836224","Mrs. Kira Swift","Gerhold","female","1998-10-24","lubowitz.jannie@gmail.com","1740587204","4634448502","Suite 603","Andrew Light","South Luisaberg","AC6 64AC","Maine","BB2796786","98","10","24","","",""
"23","15379","124694 D","589679365451616133","Mrs. Kira Swift","Gerhold","female","1998-10-24","lubowitz.jannie@gmail.com","1740587204","4634448502","Suite 603","Andrew Light","South Luisaberg","AC6 64AC","Maine","BB2796786","98","10","24",NA,"L","1.0000000"
"24","","","","","","","","","","","","","","","","","","","","","",""
"25"," 1948","60132","459976375931655424","Miss Sarai Hintz DDS","Collier","female","1986-12-05","toy.dashawn@gmail.com","8302422092","7819162545","Suite 948","Mathilde Vista","Romainebury","DB8 2AA","Rhode Island","BC7890740","86","12"," 5","","",""
"26"," 4880","60132 D","399844597493336451","Miss Sarai Hintz DDS","Collier","female","1986-12-05","toy.dashawn@gmail.com","8302422092","7819162545","Suite 948","Mathilde Vista","Romainebury","DB8 2AA","Rhode Island","BC7890740","86","12"," 5",NA,"L","1.0000000"
"27","","","","","","","","","","","","","","","","","","","","","",""
"28"," 2171","130488","592489913937766400","Jayne Purdy","Hessel","female","1997-09-15","ova.christiansen@gmail.com","","9352862479","Suite 211","Donnie Path","Simeonton","DC1 50CC","Virginia","BB7939719","97"," 9","15","","",""
"29","47972","130488 D","183252517311819961","Jayne Purdy","Hessel","female","1997-09-15","ova.christiansen@gmail.com","8039003443","9352862479","Suite 211","Donnie Path","Simeonton","DC1 50CC","Virginia","BB7939719","97"," 9","15",NA,"L","1.0000000"
"30","","","","","","","","","","","","","","","","","","","","","",""
"31"," 2194","58554","398861829399421568","Marion Abernathy","Roberts","female","1999-03-21","lou80@gmail.com","5788688785","2257573708","Suite 018","Nienow Points","Port Adolfo","AD65 0AB","Nevada","DB4634320","99"," 3","21","","",""
"32"," 5897","58554 D","725379444593761449","Marion Abernathy","Roberts","female","1999-03-21","lou80@gmail.com","5788688785","2257573708","Suite 018","Nienow Points","Port Adolfo","AD65 0AB","Nevada","DB4634320","99"," 3","21",NA,"L","1.0000000"
"33","","","","","","","","","","","","","","","","","","","","","",""
"34"," 2250","95585","483129475638994880","Mrs. Krista Denesik MD","Toy","female","1973-10-08","brandt84@hotmail.com","2253813582","4905421247","Suite 973","Taylor Wall","Faheymouth","CC60 76CD","Hawaii","BA8120912","73","10"," 8","","",""
"35","11679","95585 D","719892969779486999","Mrs. Krista Denesik MD","Toy","female","1973-10-08","brandt84@hotmail.com","2253813582","4905421247","Suite 973","Taylor Wall","Faheymouth","CC60 76CD","Hawaii","BA8120912","73","10"," 8",NA,"L","1.0000000"
"36","","","","","","","","","","","","","","","","","","","","","",""
"37"," 2371","188900","474256659875771328","Dell Shields","Feil","male","1990-02-04","terrence85@hotmail.com","9883361068","8146719245","Suite 054","Ebert Rest","Philipland","AB25 28DA","Wisconsin","BA3668248","90"," 2"," 4","","",""
"38"," 8860","188900 D","961764538399379711","Dell Shields","Feil","male","1990-02-04","terrence85@hotmail.com","9883361068","8146719245","Suite 054","Ebert Rest","Philipland","AB25 28DA","Wisconsin","BA3668248","90"," 2"," 4",NA,"L","1.0000000"
"39","","","","","","","","","","","","","","","","","","","","","",""
"40"," 2632","91481 D","267326671331338252","Dr. Tristin Kohler","Hintz","male","1983-02-05","wbartell@gmail.com","9596259420","9198726662","Suite 659","Tyreek Prairie","Port Dominic","AC4 95BD","Kentucky","DD8361688","83"," 2"," 5","","",""
"41","24678","91481","164134772942148000","Dr. Tristin Kohler","Hintz","male","1983-02-05","wbartell@gmail.com","9596259420","9198726662","Suite 659","Tyreek Prairie","Port Dominic","AC4 95BD","Kentucky","DD8361688","83"," 2"," 5",NA,"L","1.0000000"
"42","","","","","","","","","","","","","","","","","","","","","",""
"43"," 3048","46997 D","319512431164135448","Ona Renner","Simonis","female","1986-01-20","marge39@bartell.biz","7008883790","8897645690","Suite 369","Silas Corners","Schillershire","","Illinois","CC1172107","86"," 1","20","","",""
"44","11782","46997","543619449857215680","Ona Renner","Simonis","female","1986-01-20","marge39@bartell.biz","7008883790","8897645690","Suite 369","Silas Corners","Schillershire","","Illinois","CC1172107","86"," 1","20",NA,"L","1.0000000"
"45","","","","","","","","","","","","","","","","","","","","","",""
"46"," 3579","13289 D","391487939826242387","Summer Gutmann","Corwin","female","1990-04-10","elisabeth35@mayer.com","9601171388","9576125867","Suite 748","Miller Via","Dovieton","BB3 52AA","Utah","BD0054158","90"," 4","10","","",""
"47"," 7808","13289","616873686495612160","Summer Gutmann","Corwin","female","1990-04-10","elisabeth35@mayer.com","9601171388","9576125867","Suite 748","Miller Via","Dovieton","BB3 52AA","Utah","BD0054158","90"," 4","10",NA,"L","1.0000000"
"48","","","","","","","","","","","","","","","","","","","","","",""
"49"," 3702","183960 D","724512371331463193","Raul Steuber MD","Klein","male","1988-07-20","conner.bernhard@daugherty.com","4337164926","","Suite 856","Roberta Cape","South Stephaniaside","CC29 30CC","Georgia","CD8767801","88"," 7","20","","",""
"50"," 3800","183960","183623253373382688","Raul Steuber MD","Klein","male","1988-07-20","conner.bernhard@daugherty.com","4337164926","8792498695","Suite 856","Roberta Cape","South Stephaniaside","CC29 30CC","Georgia","CD8767801","88"," 7","20",NA,"L","1.0000000"
"51","","","","","","","","","","","","","","","","","","","","","",""
"52"," 4340","145386 D","473952519627321862","Hildegard Simonis DVM","West","female","1979-08-05","jayda23@yahoo.com","9561573837","4611557121","Suite 597","Cora Estate","Morissetteville","AB70 3DD","Virginia","DA9484621","79"," 8"," 5","","",""
"53","23837","145386","437763412815352960","Hildegard Simonis DVM","West","female","1979-08-05","jayda23@yahoo.com","9561573837","4611557121","Suite 597","Cora Estate","Morissetteville","AB70 3DD","Virginia","DA9484621","79"," 8"," 5",NA,"L","1.0000000"
"54","","","","","","","","","","","","","","","","","","","","","",""
"55"," 4431","143726 D","185356219364862316","Karlee Monahan","Bernier","female","1975-07-23","green.christian@turner.com","2601180099","5182738566","Suite 668","Nels Meadow","New Anaisside","AA5 41CD","Minnesota","DB3246831","75"," 7","23","","",""
"56","58232","143726","282736454137164448","Karlee Monahan","Bernier","female","1975-07-23","green.christian@turner.com","2601180099","5182738566","Suite 668","Nels Meadow","New Anaisside","AA5 41CD","Minnesota","DB3246831","75"," 7","23",NA,"L","1.0000000"
"57","","","","","","","","","","","","","","","","","","","","","",""
"58"," 4870","174150","984148585812924416","Mrs. Donna Tremblay DDS","Rohan","female","1970-12-01","jbernhard@pacocha.com","7173933742","3975421879","Suite 974","Ryan Station","West Nonaland","DC6 0AD","Wyoming","BA6728194","70","12"," 1","","",""
"59","16150","174150 D","688921453674134449","Mrs. Donna Tremblay DDS","Rohan","female","1970-12-01","jbernhard@pacocha.com","7173933742","3975421879","Suite 974","Ryan Station","West Nonaland","DC6 0AD","Wyoming","BA6728194","70","12"," 1",NA,"L","1.0000000"
"60","","","","","","","","","","","","","","","","","","","","","",""
"61"," 4884","121103 D","438173582668862891","Mafalda Greenholt","Konopelski","female","1996-07-30","kuhlman.karlee@adams.info","390475115","","Suite 269","Marianna Divide","Jeromeport","CA5 83BC","Massachusetts","AA8106176","96"," 7","30","","",""
"62","53607","121103","511426189924639168","Mafalda Greenholt","Konopelski","female","1996-07-30","kuhlman.karlee@adams.info","390475115","6937135538","Suite 269","Marianna Divide","Jeromeport","CA5 83BC","Massachusetts","AA8106176","96"," 7","30",NA,"L","1.0000000"
"63","","","","","","","","","","","","","","","","","","","","","",""
"64"," 4972","62317 D","139398122922317291","Ozella Hackett","Stiedemann","female","1986-01-05","junius94@fadel.com","5009824663","2663348004","Suite 901","Jade Park","Port Germaine","DC27 1AA","Alaska","AB5985077","86"," 1"," 5","","",""
"65","27937","62317","188943119769683552","Ozella Hackett","Stiedemann","female","1986-01-05","junius94@fadel.com","5009824663","2663348004","Suite 901","Jade Park","Port Germaine","DC27 1AA","Alaska","AB5985077","86"," 1"," 5",NA,"L","1.0000000"
"66","","","","","","","","","","","","","","","","","","","","","",""
"67"," 5005","125494","739185977889518208","Pearline Murazik","Eichmann","female","1974-11-12","cydney87@ebert.com","6102213752","6179864004","Suite 645","Hudson Orchard","Robertstown","BB2 0BC","Minnesota","BC9103755","74","11","12","","",""
"68","43160","125494 D","698578525793292421","Pearline Murazik","Eichmann","female","1974-11-12","cydney87@ebert.com","6102213752","6179864004","Suite 645","Hudson Orchard","Robertstown","BB2 0BC","Minnesota","BC9103755","74","11","12",NA,"L","1.0000000"
"69","","","","","","","","","","","","","","","","","","","","","",""
"70"," 5043","13534","428815975689791424","Imogene Bahringer","Jast","female","1987-02-08","eturner@gmail.com","5021185770","6527792681","Suite 135","Ashley Freeway","Hayleemouth","AD72 93DD","Illinois","CC6824817","87"," 2"," 8","","",""
"71","29321","13534 D","776773114296732936","Imogene Bahringer","Jast","female","1987-02-08","eturner@gmail.com","5021185770","6527792681","Suite 135","Ashley Freeway","Hayleemouth","AD72 93DD","Illinois","CC6824817","87"," 2"," 8",NA,"L","1.0000000"
"72","","","","","","","","","","","","","","","","","","","","","",""
"73"," 5442","58114","383845348736728320","Zoey O'Conner","Prohaska","female","1991-03-10","xhegmann@borer.org","165427375","6831890795","Suite 754","Prohaska Estates","New Kyleeside","BA88 2DA","Wisconsin","AA0270173","91"," 3","10","","",""
"74","31337","58114 D","374148196162698938","Zoey O'Conner","Prohaska","female","1991-03-10","xhegmann@borer.org","165427375","6831890795","Suite 754","Prohaska Estates","New Kyleeside","BA88 2DA","Wisconsin","AA0270173","91"," 3","10",NA,"L","1.0000000"
"75","","","","","","","","","","","","","","","","","","","","","",""
"76"," 5446","111604","937126152518482048","Raul Ledner","Connelly","male","1992-11-09","zhessel@yahoo.com","8256059009","2289837390","Suite 211","Kemmer Shoals","Lake Erin","AB60 62AC","Kansas","BD5755176","92","11"," 9","","",""
"77","14902","111604 D","286729741916881489","Raul Ledner","Connelly","male","1992-11-09","zhessel@yahoo.com","8256059009","2289837390","Suite 211","Kemmer Shoals","Lake Erin","AB60 62AC","Kansas","BD5755176","92","11"," 9",NA,"L","1.0000000"
"78","","","","","","","","","","","","","","","","","","","","","",""
"79"," 5519","127259 D","294329892473666626","Zane Will","Botsford","male","1982-06-24","bupton@gmail.com","3043191521","2382653834","Suite 546","Craig Forks","Carmenside","AD0 15AD","Nevada","AD9235880","82"," 6","24","","",""
"80","11619","127259","768621631482118528","Zane Will","Botsford","male","1982-06-24","bupton@gmail.com","3043191521","2382653834","Suite 546","Craig Forks","Carmenside","AD0 15AD","Nevada","AD9235880","82"," 6","24",NA,"L","1.0000000"
"81","","","","","","","","","","","","","","","","","","","","","",""
"82"," 6556","151585 D","773939133919822652","Woodrow Towne MD","O'Connell","male","1988-08-06","treutel.ellsworth@connelly.net","5672882875","2311584633","Suite 824","Howell Plains","Lake Annabelhaven","DA17 38BA","Missouri","DB2457216","88"," 8"," 6","","",""
"83","49881","151585","288289637265298688","Woodrow Towne MD","O'Connell","male","1988-08-06","treutel.ellsworth@connelly.net","5672882875","2311584633","Suite 824","Howell Plains","Lake Annabelhaven","DA17 38BA","Missouri","DB2457216","88"," 8"," 6",NA,"L","1.0000000"
"84","","","","","","","","","","","","","","","","","","","","","",""
"85"," 6878","125749 D","744237575186242249","Heber Dickinson","Maggio","male","1982-11-19","pearline96@nienow.net","3722236628","1259737167","Suite 595","Kris Alley","Adolphuschester","BA0 2BC","Alaska","AC5661933","82","11","19","","",""
